id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
697,Vassar College,150,Poughkeepsie,New York,www.vassar.edu/,Four or more years,TRUE,TRUE,Suburb,FALSE,65,65,87,Required,Required,Required,8663,2126,24.54,588,27.66,680,750,680,770,32,34,34,35,28,32,60030,900,60030,900,60930,60930,"124 Raymond Ave, Poughkeepsie, New York 12604",11816,"(41.686786, -73.8956971)"
13,Amherst College,150,Amherst,Massachusetts,www.amherst.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,60,0,85,Required,Considered,Required,10603,1254,11.83,434,34.61,710,770,720,790,32,35,33,36,29,34,59890,1000,59890,1000,60890,60890,"Boltwood Avenue, Amherst, Massachusetts 01002-5000",13860,"(42.3755788, -72.5189941)"
538,Tufts University,28,Medford,Massachusetts,www.tufts.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,75,85,87,Required,Required,Required,23127,3770,16.3,1615,42.84,680,750,700,780,32,35,0,0,0,0,59560,1302,59560,1302,60862,60862," , Medford, Massachusetts 02155-5555",12296,"(42.4184296, -71.1061639)"
662,University of Southern California,27,Los Angeles,California,www.usc.edu/,Four or more years,TRUE,TRUE,City,TRUE,85,90,77,Required,Required,Required,59712,9618,16.11,3460,35.97,660,740,680,790,30,34,32,35,28,34,59260,1015,59260,1015,60275,60275,"University Park, Los Angeles, California 90089",3442,"(34.023152483990366, -118.28515899456846)"
62,Brown University,14,Providence,Rhode Island,www.brown.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,75,85,Required,Considered,Recommended,36793,2822,7.67,1756,62.23,710,770,730,790,33,35,34,36,30,35,59254,1442,59254,1442,60696,60696,"One Prospect Street, Providence, Rhode Island 02912",8406,"(41.8348554, -71.406433)"
83,Carleton College,150,Northfield,Minnesota,www.carleton.edu/,Four or more years,TRUE,FALSE,Town,FALSE,0,0,88,Required,Considered,Required,6892,1460,21.18,453,31.03,660,750,670,770,30,34,32,35,27,34,58968,384,58968,384,59352,59352,"One North College Street, Northfield, Minnesota 55057",11087,"(44.47183535, -93.14145805901515)"
540,Union College,150,Schenectady,New York,www.union.edu/,Four or more years,TRUE,FALSE,City,TRUE,60,0,83,Required,Considered,Required,7622,3145,41.26,466,14.82,600,680,610,720,28,33,27,34,26,31,58956,546,58956,546,59502,59502,"807 Union Street, Schenectady, New York 12308-2311",13807,"(42.814452, -73.93084400000001)"
120,Columbia University in the City of New York,150,New York,New York,www.columbia.edu/,Four or more years,TRUE,TRUE,City,TRUE,85,115,87,Required,Required,Recommended,40462,2695,6.66,1521,56.44,720,770,740,800,33,35,34,36,31,35,58920,2751,58920,2751,61671,61671,"West 116 St, New York, New York 10027",3455,"(40.8074146, -73.9624345)"
126,Connecticut College,150,New London,Connecticut,www.conncoll.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,78,Required,Considered,Required,6882,2596,37.72,434,16.72,650,720,660,730,30,33,30,35,27,31,58660,365,58660,365,59025,59025,"270 Mohegan Avenue, New London, Connecticut 06320-4196",33778,"(41.378826000000004, -72.1051677760222)"
131,Cornell University,17,Ithaca,New York,www.cornell.edu/,Four or more years,TRUE,TRUE,City,TRUE,80,105,88,Required,Considered,Required,51500,5514,10.71,3249,58.92,680,750,720,790,32,35,34,35,30,35,58586,696,58586,696,59282,59282,"300 Day Hall, Ithaca, New York 14853",9872,"(42.450550699999994, -76.47835129554275)"
205,George Washington University,63,Washington,District of Columbia,www.gwu.edu/,Four or more years,TRUE,TRUE,City,TRUE,80,80,74,Required,Considered,Required,26405,11366,43.04,1978,17.4,640,720,630,730,30,33,30,35,26,31,58550,90,58550,90,58640,58640,"1918 F Street  NW, Washington, District of Columbia 20052",3497,"(38.89949715, -77.04821211705953)"
293,Macalester College,150,Saint Paul,Minnesota,www.macalester.edu/,Four or more years,TRUE,FALSE,City,FALSE,40,0,85,Required,Required,Required,6373,2466,38.69,547,22.18,640,720,640,730,29,33,30,35,26,31,58248,230,58248,230,58478,58478,"1600 Grand Ave, Saint Paul, Minnesota 55105-1899",3477,"(44.9410211, -93.1681016)"
365,Northwestern University,9,Evanston,Illinois,www.northwestern.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,95,84,Required,Required,Required,39263,3654,9.31,1901,52.03,700,760,730,790,33,35,34,36,31,35,58227,474,58227,474,58701,58701,"633 Clark St, Evanston, Illinois 60208",33606,"(42.0523227, -87.6727316)"
63,Bucknell University,150,Lewisburg,Pennsylvania,www.bucknell.edu/,Four or more years,TRUE,TRUE,Town,FALSE,40,50,85,Required,Considered,Required,9890,3712,37.53,986,26.56,620,700,630,730,28,32,29,34,26,30,57882,320,57882,320,58202,58202,"One Dent Drive, Lewisburg, Pennsylvania 17837",12452,"(40.9575163, -76.8868146)"
142,Dartmouth College,13,Hanover,New Hampshire,www.dartmouth.edu/,Four or more years,TRUE,TRUE,Town,TRUE,80,50,86,Required,Required,Required,21392,1972,9.22,1057,53.6,710,770,730,790,32,35,33,36,30,35,57796,2321,57796,2321,60117,60117,"207 Parkhurst Hall, Hanover, New Hampshire 03755-3529",8441,"(43.70526735, -72.29052293092106)"
393,Pepperdine University,49,Malibu,California,www.pepperdine.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,65,65,73,Required,Considered,Required,11768,4925,41.85,733,14.88,600,690,600,720,26,31,27,34,25,30,57750,252,57750,252,58002,58002,"24255 Pacific Coast Hwy, Malibu, California 90263",35563,"(34.034878102040814, -118.70348271428571)"
748,Yale University,5,New Haven,Connecticut,www.yale.edu/,Four or more years,TRUE,TRUE,City,TRUE,80,105,88,Required,Considered,Required,35220,2299,6.53,1264,54.98,720,780,740,800,33,35,34,36,31,35,57700,0,57700,0,57700,57700,"Woodbridge Hall, New Haven, Connecticut 06520",7973,"(41.311146449999995, -72.92671174985023)"
567,University of Chicago,6,Chicago,Illinois,www.uchicago.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,90,89,Required,Considered,Required,34350,2510,7.31,1847,73.59,730,770,770,800,34,35,35,36,31,35,57642,2910,57642,2910,60552,60552,"5801 S Ellis Ave, Chicago, Illinois 60637",3405,"(41.79139685, -87.60084387193544)"
85,Carnegie Mellon University,25,Pittsburgh,Pennsylvania,www.cmu.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,75,75,Required,Considered,Required,26189,4524,17.27,1637,36.18,700,760,760,800,33,35,33,36,33,35,57560,1250,57560,1250,58810,58810,"5000 Forbes Avenue, Pittsburgh, Pennsylvania 15213-3890",3467,"(40.444230899999994, -79.94337163609757)"
226,Hobart William Smith Colleges,150,Geneva,New York,www.hws.edu/,Four or more years,TRUE,TRUE,Town,FALSE,0,0,71,Required,Considered,Required,3931,2431,61.84,391,16.08,590,670,590,670,26,30,24,32,24,28,57400,1250,57400,1250,58650,58650,"337 Pulteney Street, Geneva, New York 14456",12764,"(42.857276393126014, -76.98428329103693)"
206,Georgetown University,23,Washington,District of Columbia,www.georgetown.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,90,89,Required,Required,Required,21190,3561,16.81,1592,44.71,690,760,690,790,31,35,33,36,29,34,57384,544,57384,544,57928,57928,"37th and O St NW, Washington, District of Columbia 20057-0001",3497,"(38.9077397, -77.071652)"
648,University of Rochester,34,Rochester,New York,www.rochester.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,78,Required,Considered,Required,19607,6947,35.43,1363,19.62,650,720,680,790,30,34,31,35,28,34,57188,1053,57188,1053,58241,58241,"Wilson Blvd. - Wallis Hall, Rochester, New York 14627-0011",3474,"(43.1576969, -77.58829157560066)"
453,Skidmore College,150,Saratoga Springs,New York,www.skidmore.edu/,Four or more years,TRUE,TRUE,Suburb,FALSE,65,0,82,Required,Considered,Required,10433,3356,32.17,718,21.39,610,700,610,703,27,31,27,34,24,30,57066,1212,57066,1212,58278,58278,"815 N Broadway, Saratoga Springs, New York 12866",13808,"(43.09587245, -73.7831433884768)"
56,Boston University,42,Boston,Massachusetts,www.bu.edu/,Four or more years,TRUE,TRUE,City,TRUE,80,95,84,Required,Required,Required,61007,12254,20.09,2914,23.78,640,720,670,780,30,34,30,35,27,33,56854,1218,56854,1218,58072,58072,"One Silber Way, Boston, Massachusetts 02215",3400,"(42.349902, -71.1004648)"
707,Washington University in St Louis,150,Saint Louis,Missouri,www.wustl.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,75,45,88,Required,Considered,Considered,27949,4477,16.02,1804,40.29,720,760,760,800,33,35,34,35,30,35,56300,1086,56300,1086,57386,57386,"One Brookings Drive, Saint Louis, Missouri 63130-4899",3476,"(38.530571, -90.3469176)"
248,Jewish Theological Seminary of America,150,New York,New York,www.jtsa.edu/,Four or more years,TRUE,TRUE,City,TRUE,65,65,71,Required,Required,Required,108,63,58.33,33,52.38,710,770,660,770,32,34,31,35,27,31,56128,2575,56128,2575,58703,58703,"3080 Broadway, New York, New York 10027-4649",3455,"(40.8120963, -73.9605604)"
370,Occidental College,150,Los Angeles,California,www.oxy.edu/,Four or more years,TRUE,TRUE,City,FALSE,65,60,81,Required,Required,Required,6939,2838,40.9,402,14.16,640,730,630,730,28,33,30,35,26,31,55980,596,55980,596,56576,56576,"1600 Campus Rd, Los Angeles, California 90041-3392",3442,"(34.126229, -118.214143)"
153,Duke University,9,Durham,North Carolina,www.duke.edu/,Four or more years,TRUE,TRUE,City,TRUE,85,95,87,Required,Required,Recommended,39639,3068,7.74,1580,51.5,720,770,750,800,34,35,35,36,32,35,55880,1753,55880,1753,57633,57633,"103 Allen Bldg, Durham, North Carolina 27708",3415,"(36.00015569999999, -78.94422972195878)"
37,Barnard College,150,New York,New York,www.barnard.edu/,Four or more years,TRUE,FALSE,City,FALSE,75,0,87,Required,Required,Required,9411,1280,13.6,690,53.91,680,748,670,770,31,34,33,35,27,32,55781,1698,55781,1698,57479,57479,"3009 Broadway, New York, New York 10027-6598",3455,"(40.808639368421055, -73.96356384210527)"
410,Rensselaer Polytechnic Institute,55,Troy,New York,www.rpi.edu/,Four or more years,TRUE,TRUE,City,FALSE,70,75,62,Required,Required,Required,16661,9540,57.26,1464,15.35,620,720,680,780,29,34,0,0,0,0,55600,1412,55600,1412,57012,57012,"110 8th St, Troy, New York 12180-3590",11480,"(42.729921950000005, -73.67953982458829)"
479,Stanford University,6,Stanford,California,www.stanford.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,90,125,75,Required,Required,Recommended,45227,2349,5.19,1606,68.37,700,770,720,800,31,35,33,36,30,35,55473,696,55473,696,56169,56169," , Stanford, California 94305",8279,"(37.426540700000004, -122.17029258409187)"
272,Lewis & Clark College,150,Portland,Oregon,www.lclark.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,68,Required,Considered,Required,5620,4486,79.82,512,11.41,618,700,580,680,27,31,27,34,24,29,54832,434,54832,434,55266,55266,"615 S Palatine Hill Rd, Portland, Oregon 97219-7899",3469,"(45.4479144, -122.6693742)"
270,Lehigh University,49,Bethlehem,Pennsylvania,www.lehigh.edu/,Four or more years,TRUE,TRUE,City,TRUE,70,75,72,Required,Considered,Recommended,12389,6138,49.54,1370,22.32,610,693,650,740,29,33,29,34,27,32,54790,470,54790,470,55260,55260,"27 Memorial Drive West, Bethlehem, Pennsylvania 18015",11848,"(40.60732570719929, -75.37856496733934)"
539,Tulane University of Louisiana,150,New Orleans,Louisiana,tulane.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,75,Required,Required,Required,43892,4877,11.11,1801,36.93,650,730,690,770,30,33,32,35,27,32,54766,4086,54766,4086,58852,58852,"6823 St. Charles Avenue, New Orleans, Louisiana 70118-5698",3454,"(29.94121955, -90.12010089179185)"
190,Fordham University,68,Bronx,New York,www.fordham.edu/,Four or more years,TRUE,TRUE,City,TRUE,70,70,79,Required,Required,Required,47936,25180,52.53,2086,8.28,620,700,610,710,27,32,28,35,25,30,54730,1431,54730,1431,56161,56161,"441 E Fordham Rd, Bronx, New York 10458",10809,"(40.8603778, -73.8837468)"
68,California Institute of Technology,9,Pasadena,California,www.caltech.edu/,Four or more years,TRUE,TRUE,City,FALSE,75,100,81,Required,Required,Required,8007,536,6.69,225,41.98,740,780,790,800,35,36,35,36,35,36,54570,2292,54570,2292,56862,56862,"1200 E California Blvd, Pasadena, California 91125",12291,"(34.1359061, -118.1257822)"
336,Mount Holyoke College,150,South Hadley,Massachusetts,www.mtholyoke.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,60,50,77,Required,Considered,Required,3480,1826,52.47,456,24.97,630,730,640,770,27,30,31,34,23,28,54400,218,54400,218,54618,54618,"50 College Street, South Hadley, Massachusetts 01075-1489",12177,"(42.255694, -72.576524)"
360,Northeastern University,49,Boston,Massachusetts,www.northeastern.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,75,0,Required,Required,Required,64459,13199,20.48,3128,23.7,690,750,720,790,33,35,33,35,30,35,54360,1092,54360,1092,55452,55452,"360 Huntington Ave, Boston, Massachusetts 02115-5005",3400,"(42.34016, -71.088898)"
251,Johns Hopkins University,9,Baltimore,Maryland,www.jhu.edu/,Four or more years,TRUE,TRUE,City,TRUE,70,75,87,Required,Required,Required,30115,3330,11.06,1405,42.19,720,760,750,800,34,36,34,36,32,35,54160,0,54160,0,54160,54160,"3400 N Charles St, Baltimore, Maryland 21218-2688",3396,"(39.3273862, -76.6210024)"
114,College of the Holy Cross,150,Worcester,Massachusetts,www.holycross.edu/,Four or more years,TRUE,FALSE,City,FALSE,60,0,88,Required,Considered,Required,7087,2689,37.94,735,27.33,640,710,650,720,29,32,29,35,26,30,54050,720,54050,720,54770,54770,"One College Street, Worcester, Massachusetts 01610-2395",9519,"(42.239725, -71.812943)"
196,Franklin W Olin College of Engineering,150,Needham,Massachusetts,www.olin.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,85,0,78,Required,Considered,Recommended,900,148,16.44,84,56.76,695,770,755,800,34,35,34,36,34,36,53990,3366,53990,3366,57356,57356,"1000 Olin Way, Needham, Massachusetts 02492-1200",33782,"(42.290032499999995, -71.26065504545471)"
151,Drexel University,103,Philadelphia,Pennsylvania,drexel.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,65,25,Required,Required,Required,31237,24112,77.19,2339,9.7,590,680,590,700,25,31,24,33,25,30,53868,2370,53868,2370,56238,56238,"3141 Chestnut St, Philadelphia, Pennsylvania 19104",3465,"(39.9559238, -75.1914953)"
341,Muhlenberg College,150,Allentown,Pennsylvania,www.muhlenberg.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,75,77,Required,Considered,Considered,4543,2825,62.18,517,18.3,600,680,570,670,26,31,24,34,24,28,53865,735,53865,735,54600,54600,"2400 Chew Street, Allentown, Pennsylvania 18104",7944,"(40.606299, -75.474214)"
483,Stevens Institute of Technology,83,Hoboken,New Jersey,www.stevens.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,70,60,45,Required,Considered,Required,10346,5490,53.06,918,16.72,640,710,680,770,31,34,30,35,29,34,53828,2124,53828,2124,55952,55952,"Castle Point On Hudson, Hoboken, New Jersey 07030-5991",11268,"(40.74435205, -74.02378415629497)"
412,Rhode Island School of Design,150,Providence,Rhode Island,www.risd.edu/,Four or more years,TRUE,TRUE,City,FALSE,60,60,70,Recommended,Considered,Required,4001,1085,27.12,413,38.06,610,700,640,770,27,32,27,35,25,30,53820,1070,53820,1070,54890,54890,"2 College St, Providence, Rhode Island 02903-2784",8406,"(41.825769, -71.407735)"
304,Massachusetts Institute of Technology,2,Cambridge,Massachusetts,web.mit.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,75,85,Required,Required,Recommended,20075,1457,7.26,1070,73.44,730,780,780,800,34,36,35,36,34,36,53450,0,53450,0,53450,53450,"77 Massachusetts Avenue, Cambridge, Massachusetts 02139-4307",10377,"(42.359291999999996, -71.0930807962635)"
401,Providence College,150,Providence,Rhode Island,www.providence.edu/,Four or more years,TRUE,TRUE,City,TRUE,65,55,83,Required,Considered,Required,10817,5826,53.86,999,17.15,610,680,600,680,27,31,27,34,25,30,53440,948,53440,948,54388,54388,"1 Cunningham Square, Providence, Rhode Island 02918-0001",8406,"(41.8442938, -71.43548862523096)"
640,University of Pennsylvania,8,Philadelphia,Pennsylvania,www.upenn.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,80,85,Required,Required,Recommended,42205,3789,8.98,2321,61.26,710,770,750,800,33,35,34,36,31,35,53166,6876,53166,6876,60042,60042,"34th & Spruce Street, Philadelphia, Pennsylvania 19104-6303",3465,"(39.9493382, -75.18964402998125)"
171,Emory University,21,Atlanta,Georgia,www.emory.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,75,83,Required,Required,Recommended,28211,5407,19.17,1344,24.86,680,740,700,790,31,34,0,0,0,0,53070,798,53070,798,53868,53868,"201 Dowman Drive, Atlanta, Georgia 30322",3391,"(33.7944915, -84.3233959)"
441,Santa Clara University,55,Santa Clara,California,www.scu.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,73,84,Required,Required,Required,16488,8362,50.72,1259,15.06,630,700,640,750,28,32,0,0,0,0,52998,0,52998,0,52998,52998,"500 El Camino Real, Santa Clara, California 95053",12428,"(37.350515200000004, -121.93671710067977)"
694,Vanderbilt University,14,Nashville,Tennessee,www.vanderbilt.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,95,89,Recommended,Required,Required,36646,4259,11.62,1698,39.87,720,770,750,800,33,35,34,36,31,35,52781,1377,52781,1377,54158,54158,"2101 West End Avenue, Nashville, Tennessee 37240",8029,"(36.150353, -86.801305)"
578,University of Denver,93,Denver,Colorado,www.du.edu/,Four or more years,TRUE,TRUE,City,TRUE,65,65,67,Required,Considered,Required,22723,13785,60.67,1375,9.97,590,680,580,680,26,31,26,33,24,29,52596,1179,52596,1179,53775,53775,"2199 S. University Blvd, Denver, Colorado 80208",3412,"(39.6742549, -104.9627484)"
90,Case Western Reserve University,42,Cleveland,Ohio,www.case.edu/,Four or more years,TRUE,TRUE,City,TRUE,70,50,65,Required,Considered,Required,29084,8804,30.27,1305,14.82,640,730,700,790,31,34,29,34,31,34,52448,500,52448,500,52948,52948,"10900 Euclid Ave, Cleveland, Ohio 44106",3407,"(41.5128212, -81.6022337)"
711,Webb Institute,150,Glen Cove,New York,www.webb.edu/,Four or more years,TRUE,FALSE,Suburb,FALSE,60,0,73,Required,Required,Not Required,157,33,21.02,27,81.82,670,740,750,790,33,36,31,36,34,36,52420,460,52420,460,52880,52880,"298 Crescent Beach Rd, Glen Cove, New York 11542-1398",13130,"(40.8844868, -73.64476914225409)"
348,New York University,28,New York,New York,www.nyu.edu/,Four or more years,TRUE,TRUE,City,TRUE,80,110,76,Required,Considered,Considered,80210,16918,21.09,6701,39.61,670,740,700,800,31,34,0,0,0,0,52204,2676,52204,2676,54880,54880,"70 Washington Sq South, New York, New York 10012-1091",3455,"(40.72942865, -73.99721780456252)"
443,School of the Art Institute of Chicago,150,Chicago,Illinois,www.saic.edu/,Four or more years,TRUE,TRUE,City,FALSE,65,45,47,Required,Required,Required,6530,5079,77.78,454,8.94,560,660,488,600,22,25,22,31,19,26,52200,960,52200,960,53160,53160,"236 Wabash, Chicago, Illinois 60603",3405,"(41.8383802, -87.6251419)"
647,University of Redlands,150,Redlands,California,www.redlands.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,68,Required,Required,Required,4900,3364,68.65,533,15.84,530,630,500,620,16,28,21,30,20,27,52150,350,52150,350,52500,52500,"1200 E. Colton Ave, Redlands, California 92373-0999",12848,"(34.0628448, -117.1374686)"
465,Southern Methodist University,68,Dallas,Texas,www.smu.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,60,75,68,Required,Required,Required,14010,7379,52.67,1531,20.75,630,710,620,740,29,33,29,35,26,31,51958,6582,51958,6582,58540,58540,"6425 Boaz St, Dallas, Texas 75275-0221",3411,"(32.84444712403273, -96.78580387001598)"
652,University of San Francisco,103,San Francisco,California,www.usfca.edu/,Four or more years,TRUE,TRUE,City,TRUE,70,55,66,Required,Considered,Required,21477,15099,70.3,1142,7.56,570,660,570,670,24,30,24,32,23,28,51930,552,51930,552,52482,52482,"2130 Fulton St, San Francisco, California 94117-1080",3483,"(37.779326600000005, -122.45144005900386)"
287,Loyola Marymount University,75,Los Angeles,California,www.lmu.edu/,Four or more years,TRUE,TRUE,City,TRUE,60,50,76,Required,Considered,Required,18576,9314,50.14,1468,15.76,610,690,600,700,27,31,28,34,25,30,51820,1157,51820,1157,52977,52977,"One Lmu Drive, Los Angeles, California 90045-2659",3442,"(33.9682868, -118.4225046)"
397,Pratt Institute-Main,150,Brooklyn,New York,www.pratt.edu/,Four or more years,TRUE,TRUE,City,FALSE,50,50,62,Considered,Considered,Required,7601,5012,65.94,727,14.51,570,660,550,680,25,30,24,32,22,28,51754,2060,51754,2060,53814,53814,"200 Willoughby Ave, Brooklyn, New York 11205",9925,"(40.69133825, -73.96301632978006)"
200,Furman University,150,Greenville,South Carolina,www.furman.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,50,55,74,Recommended,Considered,Required,5194,3389,65.25,519,15.31,610,700,620,700,29,32,30,35,26,30,51712,380,51712,380,52092,52092,"3300 Poinsett Highway, Greenville, South Carolina 29613-6162",7724,"(34.92577435, -82.4385258125221)"
502,Texas Christian University,83,Fort Worth,Texas,www.tcu.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,60,69,Required,Considered,Required,21145,10155,48.03,2287,22.52,560,660,550,660,25,31,25,34,24,29,51570,90,51570,90,51660,51660,"2800 S University Dr, Fort Worth, Texas 76129",3418,"(32.71159, -97.360535)"
475,St Olaf College,150,Northfield,Minnesota,wp.stolaf.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,82,Required,Considered,Required,5231,2658,50.81,729,27.43,580,690,570,700,25,32,24,33,24,30,51450,0,51450,0,51450,51450,"1520 St Olaf Ave, Northfield, Minnesota 55057-1098",11087,"(44.46383005, -93.1872288943535)"
238,Illinois Wesleyan University,150,Bloomington,Illinois,www.iwu.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,75,Required,Required,Required,3896,2218,56.93,441,19.88,550,640,550,660,24,29,23,30,23,28,51132,204,51132,204,51336,51336,"1312 N Park St, Bloomington, Illinois 61702-2900",11437,"(40.491237340425535, -88.98998927659574)"
268,Lawrence University,150,Appleton,Wisconsin,www.lawrence.edu/,Four or more years,TRUE,FALSE,City,FALSE,0,0,66,Required,Considered,Considered,3028,2087,68.92,377,18.06,600,700,590,710,26,32,25,34,25,30,50658,300,50658,300,50958,50958,"College Ave, Appleton, Wisconsin 54911",7593,"(44.2618611, -88.3969321)"
413,Rhodes College,150,Memphis,Tennessee,www.rhodes.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,25,82,Required,Considered,Required,5074,2606,51.36,442,16.96,620,720,600,680,27,32,29,35,26,31,50600,310,50600,310,50910,50910,"2000 North Parkway, Memphis, Tennessee 38112-1690",3446,"(35.1521435, -89.995119)"
417,Rochester Institute of Technology,150,Rochester,New York,www.rit.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,65,65,28,Required,Considered,Required,21928,16196,73.86,3119,19.26,600,690,620,730,28,33,24,33,27,32,50564,676,50564,676,51240,51240,"1 Lomb Memorial Dr, Rochester, New York 14623-5603",3474,"(43.0854737, -77.6671382)"
172,Fairfield University,150,Fairfield,Connecticut,fairfield.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,60,65,78,Required,Considered,Required,12586,7065,56.13,1118,15.82,600,670,590,670,27,30,0,0,0,0,50550,775,50550,775,51325,51325,"1073 N Benson Rd, Fairfield, Connecticut 06824-5195",11975,"(41.15967565, -73.25740310197213)"
12,American University,79,Washington,District of Columbia,www.american.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,65,76,Required,Considered,Required,20036,7744,38.65,1607,20.75,630,710,590,680,27,32,28,34,24,29,50542,819,50542,819,51361,51361,"4400 Massachusetts Ave NW, Washington, District of Columbia 20016-8001",3497,"(38.93804505, -77.08939223651926)"
9,Allegheny College,150,Meadville,Pennsylvania,allegheny.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,66,Required,Considered,Required,4380,3204,73.15,400,12.48,580,680,560,670,24,30,22,31,22,27,50480,500,50480,500,50980,50980,"520 N Main St, Meadville, Pennsylvania 16335-3902",12654,"(41.647273080070164, -80.14633702925218)"
513,The New School,150,New York,New York,www.newschool.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,55,Required,Considered,Required,8701,6012,69.1,1239,20.61,580,680,560,680,26,30,25,34,23,28,50406,616,50406,616,51022,51022,"66 West 12th Street, New York, New York 10011-8871",3455,"(40.73547915, -73.9970708835668)"
670,University of the Pacific,136,Stockton,California,www.pacific.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,50,50,Recommended,Considered,Required,14063,9949,70.75,718,7.22,540,660,540,680,22,30,21,31,21,29,50370,724,50370,724,51094,51094,"3601 Pacific Ave, Stockton, California 95211-0197",3490,"(37.9804535, -121.311083)"
414,Rice University,17,Houston,Texas,www.rice.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,85,86,Required,Considered,Required,23455,2555,10.89,993,38.86,710,770,750,800,34,36,34,36,32,35,50310,797,50310,797,51107,51107,"6100 S Main St, Houston, Texas 77005-1827",3428,"(29.7066536, -95.4048046)"
168,Emerson College,150,Boston,Massachusetts,www.emerson.edu/,Four or more years,TRUE,TRUE,City,TRUE,65,65,75,Required,Considered,Required,13326,5470,41.05,939,17.17,610,690,580,690,27,31,29,35,24,28,50240,908,50240,908,51148,51148,"120 Boylston Street, Boston, Massachusetts 02116-4624",3400,"(42.3522439, -71.0655492)"
729,Whitman College,150,Walla Walla,Washington,www.whitman.edu/,Four or more years,TRUE,FALSE,City,FALSE,50,0,81,Required,Considered,Required,4964,2687,54.13,294,10.94,620,710,610,720,29,33,30,35,26,31,50000,408,50000,408,50408,50408,"345 Boyer Ave, Walla Walla, Washington 99362",7847,"(46.070642, -118.326117)"
220,Harvard University,2,Cambridge,Massachusetts,www.harvard.edu/,Four or more years,TRUE,TRUE,City,TRUE,75,105,87,Required,Required,Not Required,40248,2015,5.01,1407,69.83,720,780,740,800,33,35,35,36,31,35,49653,4349,49653,4349,54002,54002,"Massachusetts Hall, Cambridge, Massachusetts 02138",10377,"(42.37444275, -71.11828855)"
422,Rose-Hulman Institute of Technology,150,Terre Haute,Indiana,www.rose-hulman.edu/,Four or more years,TRUE,TRUE,City,TRUE,60,75,67,Required,Required,Required,4376,3353,76.62,547,16.31,610,700,650,760,27,33,26,35,28,34,49479,3435,49479,3435,52914,52914,"5500 Wabash Avenue, Terre Haute, Indiana 47803-3920",9332,"(39.4827919, -87.3305653)"
645,University of Portland,150,Portland,Oregon,www.up.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,0,75,Required,Considered,Required,12562,9700,77.22,809,8.34,570,660,560,660,23,29,23,31,23,27,49424,220,49424,220,49644,49644,"5000 N Willamette Blvd, Portland, Oregon 97203-5798",3469,"(45.5761474, -122.7309448)"
