id,institution,rank,city,state,website,institution_level,private,graduate_offering,urbanization_degree,distance_education_offered,undergraduate_application_fee,graduate_application_fee,graduation_rate,recommendations,admission_test_scores,TOEFL,total_applicants,total_admissions,acceptance_rate,total_enrolled,yield,SAT_reading_writing_lower,SAT_reading_writing_upper,SAT_math_lower,SAT_math_upper,ACT_composite_lower,ACT_composite_upper,ACT_english_lower,ACT_english_upper,ACT_math_lower,ACT_math_upper,out_of_state_tuition,out_of_state_fees,in_state_tuition,in_state_fees,out_of_state_total,in_state_total,address,city_id,location
180,Fisk University,150,Nashville,Tennessee,www.fisk.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,37,Required,Required,Required,6345,4217,66.46,251,5.95,470,580,520,630,20,26,20,28,18,24,20220,1912,20220,1912,22132,22132,"1000 17th Ave North, Nashville, Tennessee 37208-4501",8029,"(36.16707125, -86.80390651935417)"
702,Visible Music College,150,Memphis,Tennessee,www.visible.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,32,Required,Considered,Considered,342,246,71.93,163,66.26,300,500,200,500,12,17,10,15,10,15,20000,0,20000,0,20000,20000,"200 Madison Ave, Memphis, Tennessee 38103",3446,"(35.144545699999995, -90.04930303379152)"
708,Wayland Baptist University,150,Plainview,Texas,www.wbu.edu/,Four or more years,TRUE,TRUE,Town,TRUE,35,50,11,Not Required,Considered,Required,900,733,81.44,298,40.65,450,550,450,540,16,23,14,21,16,23,19996,1308,19996,1308,21304,21304,"1900 W 7th St., Plainview, Texas 79072",38738,"(34.1878952, -101.72944504776132)"
118,Columbia College,150,Columbia,South Carolina,www.columbiasc.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,43,Considered,Considered,Required,786,763,97.07,132,17.3,450,550,370,500,17,20,14,18,16,17,19890,800,19890,800,20690,20690,"1301 Columbia College Dr, Columbia, South Carolina 29203",7608,"(34.0454435, -81.032615)"
10,American College of the Building Arts,150,Charleston,South Carolina,acba.edu/,Four or more years,TRUE,FALSE,City,FALSE,50,0,0,Required,Required,Not Required,17,11,64.71,11,100,528,593,468,633,19,29,19,29,18,28,19872,700,19872,700,20572,20572,"649 Meeting Street, Charleston, South Carolina 29403-4223",8539,"(32.805159, -79.946274)"
751,York College of Pennsylvania,150,York,Pennsylvania,www.ycp.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,0,0,42,Recommended,Required,Required,5798,4103,70.77,847,20.64,500,590,490,600,19,26,17,24,18,26,19670,2030,19670,2030,21700,21700,"441 Country Club Rd, York, Pennsylvania 17403-3651",9125,"(39.9474471, -76.72679844421862)"
127,Converse College,150,Spartanburg,South Carolina,www.converse.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,40,49,Not Required,Considered,Not Required,1720,1418,82.44,186,13.12,500,600,500,600,16,21,16,21,16,21,19500,1000,19500,1000,20500,20500,"580 E Main St, Spartanburg, South Carolina 29302-0006",11312,"(34.9555841, -81.9179317)"
170,Emmaus Bible College,150,Dubuque,Iowa,www.emmaus.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,33,Required,Required,Required,114,105,92.11,44,41.9,490,640,430,560,18,28,18,30,16,24,19250,0,19250,0,19250,19250,"2570 Asbury Rd, Dubuque, Iowa 52001-3096",33898,"(42.5087374, -90.7060749086276)"
103,Clark Atlanta University,150,Atlanta,Georgia,www.cau.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,40,34,Required,Required,Required,15613,9219,59.05,786,8.53,450,530,430,510,17,20,0,0,0,0,18990,2705,18990,2705,21695,21695,"223 James P Brawley Drive  SW, Atlanta, Georgia 30314-4391",3391,"(33.753334, -84.412788)"
234,Husson University,150,Bangor,Maine,www.husson.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,50,28,Required,Required,Recommended,2301,1948,84.66,529,27.16,480,570,480,570,19,25,17,23,17,24,18972,800,18972,800,19772,19772,"1 College Circle, Bangor, Maine 04401-2929",13793,"(44.8269788, -68.7932377)"
215,Greensboro College,150,Greensboro,North Carolina,www.greensboro.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,33,Considered,Required,Considered,1014,787,77.61,133,16.9,440,550,460,550,16,22,13,20,16,22,18960,0,18960,0,18960,18960,"815 W Market St, Greensboro, North Carolina 27401-1875",3424,"(36.07149845, -79.79932932535696)"
5,AdventHealth University,150,Orlando,Florida,www.ahu.edu/,Four or more years,TRUE,TRUE,City,TRUE,20,100,14,Not Required,Required,Required,263,239,90.87,99,41.42,520,600,490,540,21,24,23,24,20,23,18900,900,18900,900,19800,19800,"671 Winyah Drive, Orlando, Florida 32803",3462,"(28.5766915, -81.3691308)"
429,Saint Elizabeth School of Nursing,150,Lafayette,Indiana,www.steson.org/,At least 2 but less than 4 years,TRUE,FALSE,City,TRUE,0,0,0,Not Required,Considered,Required,24,24,100,16,66.67,410,500,400,510,15,20,13,20,16,22,18650,1414,18650,1414,20064,20064,"1501 Hartford Street, Lafayette, Indiana 47904-9988",7642,"(40.42828555, -86.88029781225563)"
644,University of Pittsburgh-Pittsburgh Campus,150,Pittsburgh,Pennsylvania,www.pitt.edu/,Four or more years,FALSE,TRUE,City,TRUE,55,75,65,Considered,Considered,Required,32549,20791,63.88,4230,20.35,623,700,620,720,28,32,26,34,26,31,32656,1050,18629,1050,33706,19679,"4200 Fifth Avenue, Pittsburgh, Pennsylvania 15260",3467,"(40.4443542, -79.9663604)"
309,Mercy College of Health Sciences,150,Des Moines,Iowa,www.mchs.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,0,Not Required,Considered,Required,120,110,91.67,36,32.73,0,0,0,0,19,24,19,25,17,24,18332,0,18332,0,18332,18332,"928 6th Ave, Des Moines, Iowa 50309-1239",3413,"(41.59398957142857, -93.6257542857143)"
327,Mississippi College,150,Clinton,Mississippi,www.mc.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,25,35,41,Recommended,Required,Required,2559,736,28.76,423,57.47,600,650,540,610,21,29,21,32,18,27,18200,1108,18200,1108,19308,19308,"200 South Capitol Street, Clinton, Mississippi 39058",33417,"(32.334189, -90.3317538)"
278,Lindenwood University,150,Saint Charles,Missouri,www.lindenwood.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,33,Considered,Considered,Required,2695,2483,92.13,683,27.51,500,590,490,590,19,25,18,25,18,25,18000,100,18000,100,18100,18100,"209 S Kingshighway, Saint Charles, Missouri 63301-1695",11748,"(38.7917318, -90.484195)"
602,University of Mary,150,Bismarck,North Dakota,www.umary.edu/,Four or more years,TRUE,TRUE,Rural,TRUE,30,45,43,Recommended,Considered,Required,1391,997,71.68,440,44.13,510,620,490,600,20,26,20,26,18,26,17980,1850,17980,1850,19830,19830,"7500 University Dr, Bismarck, North Dakota 58504",9103,"(46.724869049999995, -100.75162290071921)"
28,Aultman College of Nursing and Health Sciences,150,Canton,Ohio,www.aultmancollege.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,0,Not Required,Required,Not Required,121,75,61.98,36,48,0,0,0,0,19,24,17,23,15,22,17850,1100,17850,1100,18950,18950,"2600 6th St SW, Canton, Ohio 44710-1797",11117,"(40.7966415, -81.40340361211648)"
49,Birmingham-Southern College,150,Birmingham,Alabama,www.bsc.edu/,Four or more years,TRUE,FALSE,City,TRUE,50,0,63,Considered,Considered,Considered,2460,1487,60.45,256,17.22,520,610,500,580,22,28,22,30,20,27,17650,1250,17650,1250,18900,18900,"900 Arkadelphia Road, Birmingham, Alabama 35254",3398,"(33.515611, -86.850052)"
734,William & Mary,150,Williamsburg,Virginia,www.wm.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,75,50,85,Required,Considered,Recommended,14201,5987,42.16,1521,25.41,660,740,640,750,30,34,31,35,27,32,40089,6765,17434,6194,46854,23628,"200 Richmond Road, Williamsburg, Virginia 23187-8795",8461,"(37.2727967, -76.7110868)"
148,Dillard University,150,New Orleans,Louisiana,www.dillard.edu/,Four or more years,TRUE,FALSE,City,TRUE,36,0,25,Recommended,Required,Required,5783,3777,65.31,311,8.23,480,570,470,540,18,22,17,23,16,21,17410,1871,17410,1871,19281,19281,"2601 Gentilly Blvd, New Orleans, Louisiana 70122",3454,"(29.994095561411672, -90.06486560741351)"
408,Regent University,150,Virginia Beach,Virginia,www.regent.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,50,45,Not Required,Required,Required,4120,2078,50.44,402,19.35,500,640,440,580,21,29,21,29,19,25,17220,1500,17220,1500,18720,18720,"1000 Regent University Dr, Virginia Beach, Virginia 23464",3496,"(36.79932065, -76.19440046772189)"
369,Oak Hills Christian College,150,Bemidji,Minnesota,www.oakhills.edu/,Four or more years,TRUE,FALSE,Town,TRUE,0,0,29,Required,Considered,Required,126,79,62.7,26,32.91,420,460,460,540,17,21,13,19,16,23,17034,300,17034,300,17334,17334,"1600 Oak Hills Rd SW, Bemidji, Minnesota 56601-8834",9739,"(34.9201765, -82.29402002236841)"
174,Faith Baptist Bible College and Theological Seminary,150,Ankeny,Iowa,faith.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,45,45,38,Required,Considered,Considered,250,169,67.6,95,56.21,510,660,470,690,20,26,20,28,17,24,16990,660,16990,660,17650,17650,"1900 NW 4th St, Ankeny, Iowa 50023-2152",12497,"(41.735539, -93.625908)"
275,Life Pacific University,150,San Dimas,California,www.lifepacific.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,35,35,27,Required,Required,Required,116,108,93.1,77,71.3,470,550,460,535,16,25,14,24,16,25,16584,850,16584,850,17434,17434,"1100 W. Covina Blvd., San Dimas, California 91773-3298",10109,"(34.09927, -117.829125)"
201,Gallaudet University,127,Washington,District of Columbia,www.gallaudet.edu/,Four or more years,TRUE,TRUE,City,TRUE,50,75,26,Required,Required,Not Required,412,258,62.62,152,58.91,385,510,405,530,14,18,11,16,15,17,16512,526,16512,526,17038,17038,"800 Florida Ave  NE, Washington, District of Columbia 20002-3695",3497,"(38.90574585, -76.99488754604664)"
253,Johnson University,150,Knoxville,Tennessee,johnsonu.edu/,Four or more years,TRUE,TRUE,Rural,TRUE,35,50,49,Required,Required,Required,573,315,54.97,160,50.79,490,615,388,455,18,24,18,26,16,24,16400,1890,16400,1890,18290,18290,"7900 Johnson Dr, Knoxville, Tennessee 37998",7420,"(35.9488558, -83.9375196)"
254,Johnson University Florida,150,Kissimmee,Florida,johnsonu.edu/,Four or more years,TRUE,TRUE,Suburb,TRUE,35,50,18,Required,Required,Required,193,72,37.31,38,52.78,460,545,413,440,17,26,16,23,15,24,16400,1230,16400,1230,17630,17630,"1011 Bill Beck Blvd, Kissimmee, Florida 34744",11389,"(28.3234447, -81.3741402)"
675,University of Vermont,117,Burlington,Vermont,www.uvm.edu/,Four or more years,FALSE,TRUE,City,TRUE,55,65,65,Required,Considered,Required,18569,13244,71.32,2487,18.78,590,680,570,670,26,31,25,33,24,29,41280,2670,16392,2670,43950,19062,"85 S Prospect St, Burlington, Vermont 05405-0160",7450,"(44.478279150000006, -73.20117247297688)"
297,Manhattan Christian College,150,Manhattan,Kansas,www.mccks.edu/,Four or more years,TRUE,FALSE,City,TRUE,25,0,29,Required,Required,Required,143,70,48.95,52,74.29,0,0,300,680,17,25,0,0,0,0,16350,900,16350,900,17250,17250,"1415 Anderson Ave, Manhattan, Kansas 66502-4801",10356,"(39.185974212365466, -96.58054606652159)"
313,Methodist College,150,Peoria,Illinois,www.methodistcol.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,25,25,Not Required,Required,Not Required,8,7,87.5,5,71.43,420,570,450,560,0,0,0,0,0,0,16248,1740,16248,1740,17988,17988,"7600 N. Academic Drive, Peoria, Illinois 61615",9764,"(40.78028965, -89.6829654980177)"
122,Compass College of Cinematic Arts,150,Grand Rapids,Michigan,compass.edu/,Four or more years,TRUE,FALSE,City,FALSE,0,0,0,Required,Considered,Required,61,13,21.31,11,84.62,510,620,490,570,0,0,0,0,0,0,16200,600,16200,600,16800,16800,"41 Sheldon Blvd SE, Grand Rapids, Michigan 49503",3423,"(42.9614102, -85.6667181)"
310,Mercy College of Ohio,150,Toledo,Ohio,www.mercycollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,23,Not Required,Considered,Not Required,324,128,39.51,54,42.19,400,510,390,550,18,23,16,22,17,23,16200,2750,16200,2750,18950,18950,"2221 Madison Avenue, Toledo, Ohio 43604-1132",3493,"(41.659291571428575, -83.55168187755102)"
317,Michigan Technological University,148,Houghton,Michigan,www.mtu.edu/,Four or more years,FALSE,TRUE,Town,TRUE,0,0,31,Considered,Considered,Required,7476,5260,70.36,1201,22.83,570,660,590,690,25,30,23,30,25,30,36432,306,16130,306,36738,16436,"1400 Townsend Drive, Houghton, Michigan 49931-1295",11527,"(47.1190645, -88.5475641)"
342,Nebraska Methodist College of Nursing & Allied Health,150,Omaha,Nebraska,www.methodistcollege.edu/,Four or more years,TRUE,TRUE,City,TRUE,0,0,29,Not Required,Required,Required,86,79,91.86,50,63.29,0,0,0,0,21,25,21,25,19,24,16033,675,16033,675,16708,16708,"720 North 87th Street, Omaha, Nebraska 68114-2852",3461,"(41.2661963030303, -96.04785248484849)"
252,Johnson C Smith University,150,Charlotte,North Carolina,www.jcsu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,40,25,Required,Required,Recommended,7160,3523,49.2,237,6.73,410,500,390,480,13,18,11,17,14,17,16014,2770,16014,2770,18784,18784,"100 Beatties Ford Road, Charlotte, North Carolina 28216-5398",3403,"(35.24378195, -80.85544719656531)"
529,Thomas University,150,Thomasville,Georgia,www.thomasu.edu/,Four or more years,TRUE,TRUE,Town,TRUE,35,50,19,Not Required,Required,Required,840,290,34.52,89,30.69,324,522,270,512,14,27,12,24,11,25,15940,1030,15940,1030,16970,16970,"1501 Millpond Rd, Thomasville, Georgia 31792",9873,"(30.8151379, -83.96435262333654)"
676,University of Virginia-Main Campus,150,Charlottesville,Virginia,www.virginia.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,70,85,89,Required,Required,Not Required,40879,9230,22.58,3785,41.01,660,740,660,770,30,34,32,35,28,34,49041,3802,15840,3120,52843,18960,"1827 University Avenue, Charlottesville, Virginia 22903-2628",9181,"(38.03699865, -78.50274725750276)"
606,University of Massachusetts-Amherst,68,Amherst,Massachusetts,www.umass.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,80,80,71,Required,Considered,Required,40315,26335,65.32,5055,19.19,600,680,600,710,27,32,25,33,25,31,35779,648,15791,648,36427,16439,"374 Whitmore Building 181 Presidents Drive, Amherst, Massachusetts 01003",13860,"(42.3869382, -72.52991477067445)"
93,Central Baptist College,150,Conway,Arkansas,www.cbc.edu/,Four or more years,TRUE,FALSE,City,TRUE,25,0,2,Not Required,Required,Required,530,264,49.81,121,45.83,425,565,455,535,18,22,16,23,16,22,15600,1500,15600,1500,17100,17100,"1501 College Avenue, Conway, Arkansas 72034",9685,"(35.084676196801325, -92.44448164326478)"
609,University of Michigan-Ann Arbor,23,Ann Arbor,Michigan,umich.edu/,Four or more years,FALSE,TRUE,City,TRUE,75,75,79,Required,Considered,Required,65021,16974,26.11,6879,40.53,660,740,680,780,31,34,32,35,29,34,51838,428,15520,428,52266,15948,"503 Thompson Street, Ann Arbor, Michigan 48109",7859,"(42.2758901, -83.74275462217454)"
318,Mid-Atlantic Christian University,150,Elizabeth City,North Carolina,www.macuniversity.edu/,Four or more years,TRUE,FALSE,Town,TRUE,30,0,21,Required,Required,Required,218,94,43.12,35,37.23,428,540,465,555,16,22,14,21,16,20,15520,970,15520,970,16490,16490,"715 N Poindexter St, Elizabeth City, North Carolina 27909-4054",34289,"(36.3044141, -76.21636491459975)"
741,Winthrop University,150,Rock Hill,South Carolina,www.winthrop.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,50,39,Recommended,Required,Required,6705,4287,63.94,964,22.49,480,590,460,560,19,25,0,0,0,0,29636,530,15306,530,30166,15836,"701 Oakland Ave, Rock Hill, South Carolina 29733",12679,"(34.938586, -81.028735)"
624,University of New Hampshire at Manchester,150,Manchester,New Hampshire,manchester.unh.edu/,Four or more years,FALSE,FALSE,City,TRUE,65,65,44,Required,Considered,Required,265,226,85.28,93,41.15,500,640,485,580,0,0,0,0,0,0,32460,628,15150,628,33088,15778,"88 Commercial Street, Manchester, New Hampshire 03101-1113",7936,"(42.98714775, -71.4687487863186)"
607,University of Massachusetts-Lowell,150,Lowell,Massachusetts,www.uml.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,60,50,38,Required,Required,Required,12970,9753,75.2,2082,21.35,570,650,570,670,23,29,23,30,24,28,33004,620,15078,620,33624,15698,"1 University Ave, Lowell, Massachusetts 01854-5104",35712,"(42.652223, -71.324696)"
163,Edward Waters College,150,Jacksonville,Florida,www.ewc.edu/,Four or more years,TRUE,FALSE,City,TRUE,25,0,10,Not Required,Required,Recommended,5364,3059,57.03,272,8.89,430,510,390,480,14,18,11,17,14,16,14658,220,14658,220,14878,14878,"1658 Kings Rd, Jacksonville, Florida 32209",3435,"(30.3450461, -81.6848061)"
316,Michigan State University,83,East Lansing,Michigan,www.msu.edu/,Four or more years,FALSE,TRUE,City,TRUE,65,65,53,Recommended,Required,Required,45426,34663,76.31,8389,24.2,550,640,550,660,23,29,22,30,22,28,39766,0,14460,0,39766,14460," , East Lansing, Michigan 48824-1046",11196,"(42.7320307, -84.4721678)"
345,New Jersey Institute of Technology,103,Newark,New Jersey,www.njit.edu/,Four or more years,FALSE,TRUE,City,TRUE,75,75,29,Required,Considered,Required,10299,6800,66.03,1191,17.51,590,670,610,720,25,31,23,33,25,32,30160,3226,14448,3226,33386,17674,"University Heights, Newark, New Jersey 07102",3456,"(40.7419267, -74.185791)"
571,University of Connecticut-Avery Point,150,Groton,Connecticut,averypoint.uconn.edu/,Four or more years,FALSE,FALSE,Suburb,TRUE,80,0,33,Recommended,Required,Required,873,823,94.27,219,26.61,510,615,510,600,20,30,20,27,20,26,37074,840,14406,840,37914,15246,"1084 Shennecossett Rd, Groton, Connecticut 06340-6097",12478,"(41.316333900000004, -72.06535668766011)"
572,University of Connecticut-Hartford Campus,150,Hartford,Connecticut,hartford.uconn.edu/,Four or more years,FALSE,FALSE,City,TRUE,80,0,42,Recommended,Required,Required,2057,1978,96.16,666,33.67,500,600,490,590,20,25,20,24,17,26,37074,830,14406,830,37904,15236,"10 Prospect Street, Hartford, Connecticut 06103",7589,"(41.762676549999995, -72.67209328326493)"
573,University of Connecticut-Stamford,150,Stamford,Connecticut,stamford.uconn.edu/,Four or more years,FALSE,FALSE,City,TRUE,80,0,37,Recommended,Required,Required,4579,4185,91.4,781,18.66,480,590,470,580,21,29,20,30,20,27,37074,850,14406,850,37924,15256,"One University Place, Stamford, Connecticut 06901-2315",7487,"(41.057047350000005, -73.54419145317546)"
574,University of Connecticut-Waterbury Campus,150,Waterbury,Connecticut,waterbury.uconn.edu/,Four or more years,FALSE,FALSE,Suburb,TRUE,80,0,43,Recommended,Required,Required,1393,1346,96.63,355,26.37,480,590,470,580,18,24,17,24,16,25,37074,840,14406,840,37914,15246,"99 East Main Street, Waterbury, Connecticut 06702",11350,"(41.55591495, -73.03900829500714)"
508,The Christ College of Nursing and Health Sciences,150,Cincinnati,Ohio,www.thechristcollege.edu/,Four or more years,TRUE,FALSE,City,TRUE,0,0,0,Considered,Considered,Recommended,367,260,70.84,102,39.23,500,575,500,535,19,22,18,23,17,23,14281,1100,14281,1100,15381,15381,"2139 Auburn Avenue, Cincinnati, Ohio 45219-2989",3406,"(39.120838750000004, -84.51111281517443)"
335,Mount Carmel College of Nursing,150,Columbus,Ohio,www.mccn.edu/,Four or more years,TRUE,TRUE,City,TRUE,30,30,55,Not Required,Required,Required,146,118,80.82,68,57.63,0,0,0,0,17,23,15,24,17,23,14260,415,14260,415,14675,14675,"127 So.  Davis Ave, Columbus, Ohio 43222-1504",3409,"(39.9568728, -83.02137568636954)"
106,Clemson University,75,Clemson,South Carolina,www.clemson.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,70,80,59,Not Required,Required,Required,28600,17715,61.94,4199,23.7,610,690,600,700,27,32,26,34,25,30,37110,1440,14118,1440,38550,15558,"201 Sikes Hall, Clemson, South Carolina 29634",39327,"(34.66869155, -82.83743475607795)"
48,Bethune-Cookman University,150,Daytona Beach,Florida,www.cookman.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,50,14,Considered,Required,Required,5938,5803,97.73,680,11.72,440,500,400,480,15,19,13,18,15,17,13844,950,13844,950,14794,14794,"640 Dr Mary McLeod Bethune Blvd, Daytona Beach, Florida 32114-3099",10657,"(29.21185355, -81.03198250103571)"
86,Carolinas College of Health Sciences,150,Charlotte,North Carolina,www.carolinascollege.edu/,Four or more years,FALSE,FALSE,City,TRUE,60,0,0,Not Required,Required,Required,56,18,32.14,15,83.33,470,570,490,540,0,0,0,0,0,0,13752,1672,13752,1672,15424,15424,"2110 Water Ridge Parkway, Charlotte, North Carolina 28217",3403,"(35.18266679168826, -80.92454248536959)"
211,Good Samaritan College of Nursing and Health Science,150,Cincinnati,Ohio,www.gscollege.edu/,Four or more years,TRUE,FALSE,City,FALSE,50,0,0,Not Required,Required,Required,260,90,34.62,20,22.22,0,0,0,0,20,23,19,22,17,20,13605,1865,13605,1865,15470,15470,"375 Dixmyth Ave, Cincinnati, Ohio 45220-2489",3406,"(39.1394215, -84.5203993)"
347,New Saint Andrews College,150,Moscow,Idaho,nsa.edu/,Four or more years,TRUE,TRUE,Town,TRUE,50,50,39,Considered,Required,Required,65,56,86.15,40,71.43,600,710,530,680,21,30,21,33,18,31,13550,0,13550,0,13550,13550,"405 S. Main Street, Moscow, Idaho 83843-1525",10359,"(46.7315753877551, -117.00147087755101)"
161,Eastern Michigan University,150,Ypsilanti,Michigan,www.emich.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,35,45,17,Considered,Required,Required,15957,11997,75.18,1922,16.02,490,610,490,590,19,26,18,26,17,26,13500,310,13500,310,13810,13810,"900 Oakwood St., Ypsilanti, Michigan 48197",7860,"(42.248331, -83.629141)"
66,Cabarrus College of Health Sciences,150,Concord,North Carolina,www.atriumhealth.org/education/cabarrus-college-of-health-sciences,Four or more years,TRUE,TRUE,City,TRUE,50,50,0,Required,Required,Recommended,65,23,35.38,18,78.26,505,555,485,530,17,22,15,22,17,21,13446,520,13446,520,13966,13966,"401 Medical Park Drive, Concord, North Carolina 28025-3959",11983,"(35.44001685, -80.60087348119572)"
194,Franciscan Missionaries of Our Lady University,150,Baton Rouge,Louisiana,www.franu.edu/,Four or more years,TRUE,TRUE,City,TRUE,35,50,5,Not Required,Required,Recommended,463,216,46.65,91,42.13,0,0,0,0,20,24,20,24,18,24,13409,1126,13409,1126,14535,14535,"5414 Brittany Dr, Baton Rouge, Louisiana 70808",3397,"(30.4014536, -91.1099884)"
613,University of Minnesota-Twin Cities,150,Minneapolis,Minnesota,twin-cities.umn.edu/,Four or more years,FALSE,TRUE,City,TRUE,55,75,65,Not Required,Required,Required,38237,26628,69.64,5966,22.4,600,700,640,760,25,31,24,32,25,30,31616,1709,13318,1709,33325,15027,"100 Church Street, Minneapolis, Minnesota 55455-0213",3450,"(44.97605441949198, -93.23398956941857)"
509,The College of New Jersey,150,Ewing,New Jersey,www.tcnj.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,75,75,76,Recommended,Considered,Required,13199,6765,51.25,1428,21.11,570,650,570,670,24,30,0,0,23,29,25217,2790,13239,2790,28007,16029,"2000 Pennington Road, Ewing, New Jersey 08628-7718",37379,"(40.2709556, -74.7773719)"
641,University of Pittsburgh-Bradford,150,Bradford,Pennsylvania,www.upb.pitt.edu/,Four or more years,FALSE,FALSE,Town,TRUE,0,0,37,Recommended,Considered,Required,3835,3037,79.19,366,12.05,480,575,470,570,18,25,15,24,16,24,24666,884,13198,884,25550,14082,"300 Campus Drive, Bradford, Pennsylvania 16701",9385,"(41.945, -78.672156)"
642,University of Pittsburgh-Greensburg,150,Greensburg,Pennsylvania,www.greensburg.pitt.edu/,Four or more years,FALSE,FALSE,Suburb,TRUE,0,0,24,Recommended,Considered,Required,2154,1939,90.02,363,18.72,500,590,490,580,20,24,19,23,19,24,24666,916,13198,916,25582,14114,"150 Finoli Drive, Greensburg, Pennsylvania 15601-5860",10405,"(40.275677349999995, -79.53354982510979)"
643,University of Pittsburgh-Johnstown,150,Johnstown,Pennsylvania,www.upj.pitt.edu/,Four or more years,FALSE,FALSE,Suburb,TRUE,0,0,33,Recommended,Considered,Required,2750,2382,86.62,520,21.83,500,600,510,590,21,25,18,24,18,25,24666,892,13198,892,25558,14090,"450 Schoolhouse Road, Johnstown, Pennsylvania 15904",8151,"(40.2685966, -78.8357788)"
40,Beckfield College-Florence,150,Florence,Kentucky,www.beckfield.edu/,Four or more years,TRUE,FALSE,Suburb,TRUE,0,0,0,Not Required,Considered,Not Required,230,183,79.57,107,58.47,0,0,0,0,18,22,16,21,15,19,12780,515,12780,515,13295,13295,"16 Spiral Drive, Florence, Kentucky 41042",13900,"(39.014177717377414, -84.64191801709786)"
577,University of Delaware,93,Newark,Delaware,www.udel.edu/,Four or more years,FALSE,TRUE,Suburb,TRUE,75,75,72,Required,Required,Required,33656,22209,65.99,4174,18.79,580,660,570,670,25,30,24,32,23,29,34160,1930,12730,1930,36090,14660,"104 Hullihen Hall, Newark, Delaware 19716",10970,"(39.6810328, -75.7540184)"
389,Paine College,150,Augusta,Georgia,www.paine.edu/,Four or more years,TRUE,FALSE,City,FALSE,25,0,15,Not Required,Required,Recommended,2403,1802,74.99,22,1.22,408,493,368,483,15,19,12,19,14,17,12705,1890,12705,1890,14595,14595,"1235 15th St, Augusta, Georgia 30901-3182",9221,"(33.4783436, -81.9842116)"
373,Ohio University-Main Campus,150,Athens,Ohio,www.ohio.edu/,Four or more years,FALSE,TRUE,Town,TRUE,50,50,36,Recommended,Considered,Required,22518,19700,87.49,3126,15.87,530,630,520,620,21,26,20,26,19,26,22406,0,12612,0,22406,12612,"020 Chubb Hall, Athens, Ohio 45701-2979",10451,"(39.1318613, -84.51576195582436)"
735,William Carey University,150,Hattiesburg,Mississippi,www.wmcarey.edu/,Four or more years,TRUE,TRUE,City,TRUE,40,40,34,Not Required,Required,Required,758,419,55.28,201,47.97,530,650,520,680,20,27,20,29,17,25,12600,1050,12600,1050,13650,13650,"710 William Carey Parkway, Hattiesburg, Mississippi 39401",8117,"(31.3037101, -89.29276214017078)"
558,University of California-Merced,93,Merced,California,ucmerced.edu/,Four or more years,FALSE,TRUE,Rural,TRUE,70,120,38,Not Required,Required,Required,25923,21982,84.8,1951,8.88,480,570,480,570,19,24,16,21,17,22,42324,1530,12570,1530,43854,14100,"5200 North Lake Road, Merced, California 95343-5603",11272,"(37.3662609, -120.424296)"
235,Huston-Tillotson University,150,Austin,Texas,www.htu.edu/,Four or more years,TRUE,TRUE,City,TRUE,25,100,16,Recommended,Considered,Required,1903,1065,55.96,172,16.15,410,490,390,490,14,17,12,18,15,17,12569,2134,12569,2134,14703,14703,"900 Chicon St, Austin, Texas 78702-2795",3393,"(30.264672400000002, -97.72234831668288)"
111,College of Charleston,150,Charleston,South Carolina,www.cofc.edu/,Four or more years,FALSE,TRUE,City,TRUE,50,50,62,Recommended,Considered,Required,15214,11307,74.32,2052,18.15,550,640,520,600,21,28,21,29,19,26,32848,460,12518,460,33308,12978,"66 George St, Charleston, South Carolina 29424-0001",8539,"(32.7844246, -79.93811493945894)"
